outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_max_force
2.58,1.93,1.55,75.46,127.98,276.78,73859.3,201.77626327944938
2.84,2.21,1.61,76.31,127.23,257.69,76134.5,218.67391097046664
2.87,2.11,1.39,75.73,128.54,261.51,67566.8,215.84612658497986
2.82,2.27,1.75,75.36,128.31,243.04,76570.7,205.3439485497713
2.85,2.07,1.36,75.49,127.36,245.35,65001.7,204.68220133544617
2.56,1.99,1.7,75.84,127.57,275.78,65824.4,197.7758690519729
2.68,1.83,1.24,76.16,127.95,260.27,67502.3,199.17647579623588
2.63,2.27,1.31,76.6,127.63,283.49,65261.6,213.43446178659838
2.86,2.12,1.65,76.51,128.46,257.73,73914.5,216.73627048930553
2.56,2.1,1.7,76.04,128.12,293.18,65735.3,208.75406324627454
2.7,1.96,1.79,76.1,127.77,243.59,65700.7,190.30632365853683
2.54,1.85,1.24,75.54,127.53,278.24,71724.0,199.57025766550703
2.71,2.05,1.49,75.87,128.47,284.6,74794.6,218.89600368509036
2.82,2.11,1.22,76.55,127.71,247.47,69816.7,208.10185273151126
2.72,1.73,1.71,75.23,127.41,282.96,65551.0,210.92825544657057
2.59,1.99,1.3,75.87,127.33,248.68,64255.7,185.50399270078788
2.5,1.71,1.25,75.53,127.68,284.77,63217.0,195.2443757802904
2.6,1.75,1.66,76.02,127.91,262.57,64915.8,190.64631603747296
2.72,2.05,1.24,76.12,127.39,293.72,74587.8,227.82486505534632
2.61,1.91,1.22,75.59,128.47,260.14,66382.3,191.92184824985395
2.72,2.04,1.67,75.87,127.96,259.68,68352.8,202.55097731046203
2.74,1.87,1.65,75.68,128.26,244.32,74324.0,195.21532080709187
2.57,2.07,1.66,76.45,127.28,290.7,70897.8,212.11584951103373
2.55,2.03,1.24,76.55,128.05,246.11,71389.8,184.67400635287572
2.66,2.22,1.3,75.31,127.9,243.14,63800.3,187.95581494239582
2.85,1.83,1.46,75.29,127.72,290.87,63812.0,226.8173667773499
2.61,2.09,1.54,75.94,127.31,280.79,71090.9,209.01825001876273
2.58,1.9,1.5,76.3,127.55,263.14,63454.7,191.9649659185693
2.62,2.12,1.6,75.44,128.13,274.23,67806.6,202.52624315817525
2.82,1.96,1.22,76.37,127.64,263.35,63045.2,212.87324069753754
2.73,1.73,1.51,75.78,128.22,280.93,70646.7,213.4983328941205
2.67,2.13,1.66,75.83,127.86,248.09,66027.1,191.8244510398075
2.87,1.85,1.59,75.35,128.2,262.36,70754.9,214.13499787425417
2.59,2.18,1.6,76.14,127.56,282.91,71167.1,209.46166634392273
2.68,1.9,1.72,76.26,128.0,252.92,64457.8,193.13359808960115
2.88,2.17,1.31,75.72,128.58,243.38,63715.0,205.25557154942612
2.6,2.13,1.72,75.52,127.66,251.24,73268.9,190.49512471242338
2.52,2.24,1.25,75.36,128.39,275.11,71862.2,198.48988931102883
2.78,2.0,1.66,76.2,128.0,255.22,66520.4,204.4391922114164
2.54,1.89,1.49,75.91,127.53,285.48,64583.6,201.2133050031124
2.57,1.89,1.58,76.22,127.4,257.07,66389.1,188.47976396713614
2.61,1.73,1.43,76.55,127.38,282.72,65854.8,206.23474754146207
2.69,1.99,1.49,75.65,127.32,243.46,70171.3,191.93929007392762
2.57,2.05,1.3,76.47,127.23,256.03,73432.5,193.98025754431558
2.69,1.72,1.44,76.43,128.34,266.77,76791.4,205.88207442963767
2.66,2.13,1.32,76.54,127.95,246.52,65191.9,192.25424589197326
2.83,1.96,1.35,76.56,128.05,263.16,65297.2,213.91538049018084
2.82,1.71,1.3,75.22,128.07,268.75,63479.3,210.0491319462327
2.74,1.78,1.68,75.24,127.32,245.71,72543.6,194.91895525854818
2.75,1.91,1.73,75.79,128.32,263.48,65639.0,203.91111081295276
2.79,1.77,1.77,75.99,128.03,286.15,67038.5,220.22508729348624
2.8,1.74,1.65,75.5,127.66,240.52,75271.9,197.62772084456844
2.64,1.93,1.32,76.25,127.25,278.9,64174.4,207.485890569356
2.82,2.23,1.39,76.43,128.05,242.22,74174.6,206.6971962796066
2.74,1.95,1.69,76.08,127.43,286.08,73019.6,221.8415962694197
2.52,1.83,1.76,76.0,127.21,245.69,66570.3,176.805080691336
2.75,2.14,1.2,75.78,128.38,285.94,64247.9,220.34229828360992
2.55,1.75,1.54,76.42,127.76,269.89,76743.5,197.19791650096658
2.79,2.02,1.51,76.24,127.75,264.5,66560.4,211.75003906888617
2.81,2.08,1.22,75.21,127.88,263.65,74227.2,215.05869778598606
2.68,2.08,1.36,76.54,127.23,249.51,67955.3,197.25184503857815
2.6,1.93,1.68,75.26,128.38,275.35,65573.6,197.82156234108174
2.89,1.75,1.47,76.07,127.6,247.45,74095.8,210.37983007573928
2.86,1.89,1.61,76.28,128.42,264.18,66936.9,214.92386095208417
2.82,2.19,1.62,75.25,127.36,284.31,73511.8,228.59353010663665
2.77,2.28,1.63,75.54,127.31,280.98,75682.0,225.08859030613132
2.9,1.95,1.35,75.7,127.39,265.3,67703.0,220.73874657599504
2.76,1.76,1.37,76.51,128.08,286.99,75567.9,224.11150852945627
2.8,2.17,1.31,76.08,127.91,251.76,64373.0,205.69147790464103
2.53,1.91,1.31,76.34,127.41,252.91,69134.5,185.25247189708
2.8,2.06,1.34,75.47,128.16,284.41,76776.0,227.09241341996687
2.63,2.15,1.21,75.26,127.95,277.85,72311.2,208.70885434691263
2.73,1.97,1.22,75.54,127.61,270.24,70962.1,211.01872703264007
2.78,1.84,1.24,75.26,128.4,257.66,66936.3,202.9313121264655
2.72,1.79,1.24,75.28,128.37,275.33,69230.8,209.043869853425
2.74,2.05,1.27,76.13,127.49,272.4,73837.3,216.42861776678478
2.89,1.74,1.34,76.49,127.45,279.84,71265.8,229.57835838747394
2.85,1.89,1.8,75.71,127.54,252.81,63678.0,205.6846280230361
2.89,1.74,1.56,75.94,128.54,245.83,73182.2,206.87013842178408
2.78,2.0,1.39,75.87,127.89,250.82,67753.1,202.46273554232835
2.73,1.99,1.25,75.43,128.57,289.68,72114.1,221.52460851598198
2.53,2.14,1.51,76.14,127.8,251.19,63942.0,182.7940142516279
2.89,1.83,1.77,75.9,128.03,271.72,66494.4,220.17960358340076
2.8,2.18,1.52,75.52,128.03,285.85,63610.5,223.31263476101276
2.79,1.89,1.77,76.17,128.27,281.78,68059.1,219.45649582373278
2.69,1.98,1.26,76.29,128.48,254.05,75451.4,200.40290641389572
2.84,1.85,1.69,76.07,128.45,279.38,76199.6,224.84546240239183
2.68,2.21,1.21,76.54,127.85,286.51,64385.4,218.20340633574278
2.89,2.14,1.54,75.83,128.5,253.42,72355.0,214.9481032331969
2.81,1.92,1.72,75.28,128.3,252.25,65109.9,201.08738194835837
2.71,1.81,1.66,76.11,127.51,256.16,67050.8,198.1054334563097
2.79,2.07,1.43,76.07,127.76,259.77,63417.1,208.01111000548144
2.79,1.77,1.27,76.47,128.2,279.57,72399.7,221.07979990127694
2.74,2.14,1.32,75.64,127.37,273.42,67749.5,214.32175948337397
2.54,1.88,1.38,76.55,127.78,290.96,76798.9,210.78020866147438
2.77,2.23,1.71,75.69,127.28,286.03,63567.5,222.35929497965935
2.86,2.03,1.73,76.07,127.57,288.44,65809.9,230.41546907282884
2.79,1.72,1.24,76.35,127.52,268.13,64626.7,211.59939383175742
2.76,1.97,1.43,76.16,127.44,268.52,74349.3,214.90199365748083
2.57,2.04,1.54,76.29,127.56,242.21,76520.6,185.49171958145882
2.86,2.11,1.73,75.37,128.42,253.33,73236.2,211.28814768850089
2.77,2.22,1.62,76.27,128.33,261.23,74268.9,212.30784182427703
2.67,2.15,1.42,76.18,127.91,240.64,75397.2,192.78250923035364
2.72,1.88,1.59,76.2,128.56,246.25,74968.1,195.90160771389014
2.8,2.05,1.29,75.58,128.56,271.46,72911.8,217.54833109360436
2.88,2.2,1.29,75.76,127.67,257.8,63441.5,215.332485363018
2.89,1.71,1.39,76.48,127.31,257.61,66516.2,214.4595262348355
2.54,1.93,1.79,76.35,127.44,274.17,73116.4,198.78116125354006
2.85,2.07,1.25,75.41,128.18,289.67,67667.9,230.5972023588397
2.75,2.27,1.42,76.41,127.65,271.72,64100.0,215.03550219464182
2.63,2.22,1.49,75.78,128.39,285.08,67193.0,211.19925876949435
2.56,1.93,1.58,76.49,128.03,267.9,68096.1,194.77072115299757
2.58,1.95,1.44,76.02,128.0,242.1,75809.3,183.96869189954884
2.55,1.91,1.28,76.4,128.06,248.59,71701.9,184.58233942077788
2.55,1.82,1.54,75.29,128.48,253.01,75484.3,184.1674695944315
2.74,2.02,1.27,75.9,128.4,249.33,66503.8,197.7327237905805
2.71,1.96,1.65,76.12,127.47,258.67,69398.4,202.16061766644498
2.89,2.27,1.6,76.47,127.5,270.4,66325.1,226.56269736220338
2.52,2.06,1.57,76.52,128.59,277.1,68007.5,197.63315923660014
2.82,1.97,1.3,75.91,127.44,283.64,72385.1,227.6657267897731
2.6,2.07,1.78,75.97,128.03,249.11,71731.7,188.24993886864604
2.58,1.8,1.65,76.04,127.93,269.67,66719.4,194.41945340147004
2.64,1.96,1.8,76.43,127.53,292.95,71447.7,217.4166651761202
2.65,1.73,1.58,75.55,128.51,243.93,69066.2,183.71516212952577
2.6,2.07,1.22,75.74,127.63,272.07,73566.8,203.99629474474352
2.6,2.24,1.31,75.6,127.66,250.89,63076.4,188.4589014892248
2.6,1.85,1.51,75.5,128.51,292.96,65316.2,208.16224606340472
2.85,2.09,1.35,75.86,128.38,286.48,69643.5,230.17848254852606
2.79,2.01,1.58,76.54,128.57,242.48,64942.6,197.58294386755324
2.68,1.96,1.36,75.64,128.43,240.44,74900.2,189.61884834490945
2.8,2.2,1.75,75.38,127.81,279.84,69657.0,222.0378462662694
2.56,1.86,1.31,75.6,127.67,263.84,71028.6,192.1865697666617
2.84,2.25,1.25,75.84,128.43,277.46,69954.4,225.9572949078339
2.67,1.91,1.73,75.53,127.29,240.61,72219.3,188.0223047857828
2.81,2.03,1.37,75.22,127.27,275.63,63147.4,217.2621095010179
2.65,2.03,1.71,76.46,127.58,289.69,65866.8,215.01882597187034
2.77,1.99,1.39,76.28,127.3,246.03,63363.4,198.99433255966574
2.79,1.96,1.65,76.22,127.68,261.41,72358.9,211.44691671564533
2.73,1.81,1.65,75.34,128.14,256.9,74760.7,200.77389623797546
2.51,1.96,1.66,75.22,128.17,254.59,76487.0,183.66140595229388
2.57,1.84,1.72,76.22,128.51,244.99,64814.5,178.56763190302172
2.71,1.75,1.25,75.7,127.54,291.23,76265.6,222.14728806477126
2.64,2.03,1.65,75.98,128.36,283.24,69236.3,209.83749323826487
2.62,1.73,1.65,75.85,128.48,262.23,64793.8,190.73916655751884
2.72,1.76,1.56,76.04,127.91,265.83,73707.3,206.2806025760276
2.77,2.12,1.48,75.89,127.43,279.42,72423.7,222.07796765142814
2.8,1.78,1.44,75.66,128.16,263.33,70535.1,209.33104644788432
2.51,1.82,1.27,75.3,127.61,240.41,73705.7,174.9781550259613
2.74,1.77,1.71,75.79,127.95,289.78,67825.5,218.44127366646808
2.86,2.29,1.74,76.32,128.27,269.93,75384.0,225.88579603651135
2.53,2.27,1.63,76.1,128.29,270.04,66180.4,194.87471263746045
2.55,2.14,1.58,76.32,128.56,252.57,76933.2,189.51458148917254
2.83,2.05,1.35,76.33,127.92,256.26,76943.6,215.12008465524661
2.63,1.92,1.53,75.54,127.56,248.69,65229.7,186.58275597087072
2.56,1.75,1.63,75.98,128.57,263.09,64020.0,186.6498386192203
2.64,1.75,1.49,75.59,127.95,291.82,73206.0,213.9009805265555
2.63,1.87,1.62,76.54,127.91,254.63,73987.4,194.64075144775677
2.5,2.16,1.38,76.48,127.29,281.05,68380.4,201.63873731167837
2.88,1.97,1.51,76.46,127.48,286.89,64374.0,231.65193154473172
2.89,1.99,1.28,76.0,128.51,259.52,73511.5,218.45391225937817
2.76,2.14,1.22,76.09,128.08,275.85,76093.2,221.0324582501447
2.75,1.98,1.32,75.46,127.23,293.68,74912.4,228.2522938690248
2.59,2.27,1.43,76.26,127.9,257.77,69964.4,195.43324198072776
2.89,1.7,1.29,76.13,127.67,272.91,74895.3,225.58444980629235
2.7,2.15,1.78,75.89,128.41,285.13,64102.1,214.29786290986146
2.73,1.97,1.78,76.28,127.95,291.76,69437.1,222.44273096555617
2.58,1.8,1.25,76.41,127.82,261.91,70109.5,193.6073833864815
2.83,1.83,1.4,75.92,128.4,279.59,71719.2,222.69008982485445
2.71,2.06,1.35,75.52,128.2,251.05,69830.8,197.24434369030087
2.58,2.12,1.75,76.47,128.24,248.81,66522.6,185.86979040852225
2.58,2.25,1.35,76.08,127.82,286.39,65191.9,209.24054321131405
2.73,1.87,1.21,76.36,128.41,243.39,74032.9,196.19246049543403
2.85,1.79,1.66,75.34,127.21,279.09,73343.0,224.07007832978763
2.57,2.27,1.46,75.99,127.96,241.77,73219.2,185.06830827667818
2.7,2.17,1.44,75.79,127.55,255.36,73505.7,202.92488326359262
2.7,2.27,1.73,76.18,127.46,269.34,63955.2,208.4439246514362
2.7,1.78,1.43,76.0,127.86,289.8,67176.6,216.60118391994604
2.67,2.2,1.58,75.47,127.3,292.39,75648.9,222.64491124721576
2.52,2.19,1.24,75.23,127.4,283.85,73181.4,204.7244055138582
2.74,1.9,1.66,76.43,127.56,259.49,76093.5,207.8399571875242
2.86,1.98,1.67,75.28,128.43,265.88,65687.2,213.87340116575479
2.6,2.26,1.49,75.93,128.3,257.13,63958.4,191.9889964897734
2.8,1.96,1.35,76.43,127.55,280.42,63027.0,221.06587918286073
2.58,1.7,1.55,76.54,128.51,249.89,70719.0,184.3400579696737
2.6,2.18,1.76,75.84,128.03,262.99,68182.0,195.71983925072402
2.83,2.15,1.37,76.39,127.33,256.37,65789.6,212.73938779927585
2.54,1.82,1.68,76.16,127.21,264.36,63561.9,188.37479392065245
2.75,2.25,1.79,76.08,128.25,269.58,69297.1,213.135023012185
2.52,2.19,1.53,75.67,128.04,281.96,75162.1,203.51915652905473
2.51,2.05,1.61,75.31,127.81,288.96,64823.4,200.4314968098937
2.79,1.85,1.5,76.58,127.96,266.49,68211.7,212.41416202652465
2.67,1.79,1.33,75.83,127.23,253.37,73894.3,196.65325580579906
2.74,1.72,1.63,76.09,127.7,246.43,69360.3,194.69973045147265
2.87,2.15,1.29,75.49,127.22,287.39,75450.4,236.4957712051779
2.5,2.02,1.39,76.21,127.32,274.6,65391.2,194.61182701532402
2.83,1.99,1.29,75.67,128.4,254.56,69856.5,208.57537488225773
2.78,2.22,1.57,75.45,128.24,284.38,73078.0,224.722108025897
2.68,1.82,1.33,75.92,127.61,264.74,63980.0,199.8954905350264
2.83,1.7,1.63,75.72,127.23,285.01,74931.7,226.50575182543525
2.65,2.1,1.32,76.12,127.49,254.97,70767.2,197.92485988277156
2.74,1.89,1.26,76.1,127.3,261.14,73719.3,208.4921803991457
2.54,1.85,1.64,76.44,128.22,293.3,76927.4,210.22048313550022
2.58,2.05,1.5,75.53,127.6,292.41,75099.8,213.48753841560801
2.73,2.19,1.35,75.2,127.61,267.26,69253.4,209.6550322129359
2.83,1.85,1.79,75.62,128.44,257.84,65836.4,205.90659974854077
2.9,1.72,1.26,76.5,128.52,277.29,73795.3,228.29091741717411
2.78,2.1,1.67,76.46,127.2,264.13,76577.8,216.75102568536272
2.63,1.77,1.26,76.38,128.35,291.36,73556.1,215.22403386389328
2.79,2.29,1.76,75.41,128.35,268.92,75373.2,217.5630063237528
2.83,1.82,1.53,75.83,128.51,246.94,73796.4,203.571913504186
2.8,2.23,1.37,75.78,127.82,261.38,76574.5,216.27461671866172
2.89,2.19,1.45,76.13,128.3,283.54,74681.7,235.21426186082374
2.82,2.09,1.26,75.76,127.47,256.15,65832.6,209.7556336388917
2.78,1.85,1.69,75.37,127.39,265.25,65044.1,207.00057343365347
2.78,2.14,1.68,76.39,128.57,269.72,70083.4,215.34531266812348
2.89,2.06,1.29,76.54,127.76,281.56,69192.9,232.70438519507456
2.55,2.0,1.43,75.41,128.04,275.54,67694.2,196.95659871101282
2.89,1.78,1.68,76.4,127.92,268.75,72909.3,222.2421886295615
2.71,1.74,1.53,75.65,128.02,266.72,74780.7,205.30850771920723
2.52,2.08,1.77,75.56,128.17,265.42,63420.4,186.95847120739847
2.55,2.16,1.31,76.38,127.4,266.11,67491.2,196.41423642469613
2.62,1.84,1.51,76.27,128.26,289.89,69426.4,211.54862357699392
2.55,2.03,1.71,76.54,127.48,260.75,63090.0,189.47575830210337
2.88,2.0,1.8,75.45,127.69,259.16,71199.6,215.4140083651996
2.6,1.83,1.63,75.32,127.41,271.85,67771.7,197.2014589854682
2.51,2.13,1.21,76.02,128.15,249.53,64033.8,180.402475122763
2.74,2.23,1.51,75.77,127.71,260.71,70011.3,208.00438630782935
2.72,1.97,1.77,75.51,127.74,288.14,66220.8,216.71141499809482
2.63,1.89,1.21,76.01,127.24,290.17,69696.5,214.9578506600359
2.82,1.78,1.78,75.84,128.4,259.03,71811.0,208.13664626110108
2.71,2.18,1.77,76.34,127.34,288.04,64638.0,219.8474715497041
2.64,2.19,1.51,76.37,127.72,288.02,75799.2,219.04997035913004
2.67,1.84,1.22,75.51,128.2,277.94,64857.4,206.05080790598754
2.64,1.84,1.49,75.42,127.72,284.24,68844.7,208.43563118803831
2.61,2.04,1.46,76.5,127.96,289.36,69618.0,213.55048710967435
2.74,1.98,1.26,75.48,127.58,278.7,64530.7,213.96840563248998
2.56,2.23,1.46,75.91,127.92,249.07,76692.0,189.39690683595347
2.77,2.11,1.45,76.27,127.88,279.4,65824.6,219.48389505824161
2.79,2.25,1.35,75.69,128.17,274.63,72334.0,220.98764378148132
2.63,2.05,1.66,76.48,127.8,249.03,76324.3,194.08481818419375
2.77,1.8,1.53,76.01,127.33,257.87,70851.6,205.89694004670173
2.77,1.89,1.79,75.58,127.54,257.84,75191.8,206.7388373238823
2.82,1.88,1.33,75.5,127.5,277.07,67046.7,219.50568930420422
2.71,2.25,1.31,76.28,127.89,282.42,69510.4,219.67389757535022
2.52,1.85,1.24,76.55,127.64,260.7,65973.0,187.6797885947683
2.66,1.94,1.75,76.58,127.57,267.46,69524.6,203.73270871414468
2.68,1.98,1.38,75.8,127.61,293.32,63725.9,217.62680581420852
2.78,1.83,1.61,75.68,128.0,293.7,70201.6,225.6143226513052
2.76,2.27,1.59,76.07,127.38,271.27,73986.0,218.89262543296866
2.74,2.26,1.64,75.32,127.42,260.61,69348.6,207.20240249088533
2.63,2.12,1.34,75.4,128.07,282.66,71764.2,210.71686409113283
2.72,2.05,1.36,75.9,128.16,279.23,68558.7,214.85930484521305
2.59,1.74,1.42,75.42,127.78,242.59,73802.8,181.3646679852618
2.83,1.81,1.25,76.15,128.25,275.46,65173.2,218.6163727051363
2.54,2.01,1.68,76.48,127.72,252.9,76727.2,188.8714868992398
2.82,1.79,1.79,75.88,127.54,288.79,68602.1,225.45918690398753
2.6,1.87,1.69,76.49,127.3,284.08,69295.8,208.05643467220727
2.68,1.85,1.29,75.89,127.27,264.7,63544.6,200.58287484600055
2.53,2.29,1.7,75.77,128.35,279.59,71458.9,201.80317735981498
2.67,2.2,1.58,75.89,127.57,254.97,68346.9,198.24401568726557
2.59,1.8,1.59,76.54,127.56,258.42,65618.2,190.25517477742494
2.54,2.11,1.34,76.32,128.08,271.72,75387.3,200.2795945363349
2.77,2.09,1.59,75.45,128.04,269.13,74820.6,214.61936691734775
2.72,1.85,1.34,76.4,127.35,271.72,66718.0,210.17620724038022
2.53,1.8,1.8,75.29,127.75,275.54,73363.6,194.80767543926913
2.72,2.27,1.44,76.09,127.45,261.83,72594.1,209.79897205336533
2.64,1.92,1.36,75.22,127.61,289.57,76667.4,215.8855007502433
2.78,1.95,1.24,76.04,128.57,252.21,71785.9,204.24026962368475
2.58,2.22,1.72,75.54,127.61,252.45,63048.9,186.42058543222856
2.77,1.74,1.51,75.72,128.32,293.71,66808.2,222.44870625014346
2.73,2.12,1.27,75.64,128.34,263.34,69100.5,206.69279290510178
2.82,2.2,1.62,75.83,128.11,258.37,74634.1,214.10897633794275
2.77,1.91,1.69,75.34,127.61,268.16,69641.2,210.09161069313575
2.61,1.83,1.46,75.79,127.63,276.61,75116.7,205.10682601012593
2.82,1.9,1.46,75.98,127.43,253.37,64049.8,205.4986828345128
2.65,1.84,1.24,76.08,127.58,264.56,66218.9,199.21315447403595
2.73,2.11,1.66,76.43,128.28,273.83,74020.1,215.49841092380132
2.74,1.94,1.42,75.51,128.08,292.73,75774.8,225.4203451207045
2.5,2.24,1.53,76.1,127.69,271.96,63199.7,193.15911523683553
2.6,1.88,1.2,75.91,128.33,263.6,64124.6,192.96678484272013
2.79,1.99,1.24,76.1,127.66,245.1,71365.5,202.65659936323323
2.57,1.72,1.21,76.26,128.17,283.45,67681.1,203.14743543729412
2.85,1.84,1.67,75.62,128.13,279.04,74194.9,224.08980564289698
2.63,1.95,1.34,76.13,127.34,266.71,64697.1,199.45513283124455
2.63,2.29,1.34,75.52,127.86,287.61,66425.7,213.62469306544529
2.82,2.13,1.75,75.84,128.3,247.87,71743.0,205.52198230728652
2.9,1.95,1.45,76.07,128.41,243.35,72320.2,208.7774745794469
2.59,2.06,1.71,75.54,127.75,242.57,67605.1,181.52122995152058
2.83,1.96,1.44,76.06,128.57,245.32,76702.0,205.86119150423406
2.69,1.98,1.29,76.38,127.39,268.47,63136.1,205.74006696919707
2.59,1.93,1.36,75.52,128.05,266.57,66346.4,194.11211704130358
2.51,2.05,1.45,75.93,127.33,284.62,67905.5,201.66538017550351
2.77,1.74,1.4,75.2,127.87,291.19,73917.5,223.8315399216532
2.63,1.78,1.29,75.3,127.4,285.76,63892.2,206.73466809244997
2.63,1.7,1.46,75.33,127.2,274.76,72337.5,202.87521346718506
2.63,2.15,1.63,76.28,127.89,280.71,75833.8,212.8034919409705
2.76,1.77,1.29,75.68,128.28,266.76,68715.5,207.60847849419997
2.81,1.9,1.29,75.69,127.3,280.96,68950.0,222.85870233286312
2.62,1.74,1.46,76.44,128.49,276.0,72311.9,203.84336008936293
2.79,2.09,1.63,76.32,127.54,259.77,65106.6,209.3449241043803
2.68,2.06,1.71,76.25,127.99,270.77,64659.5,205.1947490394291
2.57,2.06,1.56,75.33,127.89,249.76,73326.3,186.13010411033304
2.88,1.84,1.36,76.58,127.65,259.9,66135.5,215.8806822036422
2.76,2.23,1.22,75.75,128.02,253.76,65180.6,203.8650793766958
2.51,1.79,1.77,75.25,128.26,279.58,76779.2,196.3029790223335
2.62,2.1,1.5,75.89,127.7,289.02,73218.4,215.07407833399645
2.77,2.05,1.37,75.99,127.79,276.42,63141.0,215.7345659431088
2.8,2.23,1.21,76.08,127.45,288.56,72906.0,232.30693079519074
2.52,2.25,1.24,76.21,127.4,254.94,65259.2,187.3694495964395
2.7,2.15,1.67,75.85,127.39,254.53,64027.3,198.14879326793573
2.64,1.88,1.69,75.21,127.2,259.79,73997.5,196.65136380871218
2.54,1.74,1.54,75.81,127.23,278.76,63774.8,195.53945383579344
2.65,2.26,1.72,75.6,128.53,275.21,70750.4,207.74692483261572
2.5,1.93,1.22,75.76,128.11,255.4,66783.1,181.54302921267777
2.54,2.19,1.74,75.54,127.37,251.78,73356.0,187.09451743767067
2.87,1.97,1.45,76.41,127.96,288.23,73645.6,234.82080553543256
2.52,1.96,1.29,76.22,128.11,265.94,69246.6,191.3287999275193
2.62,1.86,1.24,76.17,127.3,255.77,68682.6,193.50267153264224
2.64,2.11,1.5,76.55,128.55,261.69,76199.5,202.21870362908749
2.76,1.77,1.26,75.69,127.5,272.69,70839.3,213.2400441197674
2.85,2.26,1.69,75.68,128.27,256.22,73480.7,214.77193742842144
2.65,1.92,1.64,75.69,128.38,254.51,72265.1,193.33450347143412
2.61,1.77,1.35,75.95,128.45,270.94,66113.3,197.1942149166382
2.52,1.92,1.28,75.35,128.49,279.34,68613.0,196.3341485084443
2.68,2.19,1.26,76.14,127.31,260.84,67977.3,204.09281903779777
2.84,2.09,1.62,75.48,127.91,292.91,65137.8,230.16826443192952
2.55,2.23,1.24,76.02,127.21,255.22,67445.3,190.4350107939281
2.72,1.84,1.33,76.44,127.59,281.49,73926.2,218.47335983125265
2.54,2.04,1.34,75.51,128.21,248.79,71916.2,182.8753577802811
2.71,1.79,1.79,76.33,127.72,259.88,68368.8,200.48080846064624
2.73,1.98,1.75,75.7,128.08,289.28,71803.0,220.71724722196564
2.73,2.08,1.38,76.3,128.56,240.62,66096.0,192.71137827566758
2.67,2.25,1.29,75.45,127.75,282.24,76992.6,217.90000570423274
2.83,2.29,1.77,75.72,128.2,252.22,65508.2,207.8117818439075
2.84,1.85,1.39,76.6,128.06,257.54,76049.8,214.60754099902294
2.88,1.96,1.25,75.31,127.87,269.68,73636.0,222.97438213407008
2.69,1.74,1.38,76.43,128.02,250.82,67126.2,193.5633829168322
2.84,2.12,1.37,76.35,128.52,257.78,67852.9,212.92368183438475
2.8,2.24,1.39,75.24,128.37,244.51,76429.5,204.51020516188817
2.66,2.15,1.45,75.91,127.25,246.43,70546.4,193.7892228488621
2.77,2.19,1.46,76.6,128.37,258.97,75673.4,212.2692740477545
2.75,2.12,1.55,75.68,127.25,277.83,74885.8,220.20854167871585
2.88,2.28,1.61,76.17,128.48,262.9,68559.7,220.16055231796201
2.67,2.02,1.35,75.52,127.81,244.18,69069.1,189.84713889370585
2.5,2.27,1.56,76.36,128.25,271.06,74551.1,197.14938178551813
2.68,2.2,1.76,75.44,128.03,267.62,74167.7,206.84355524077228
2.88,1.79,1.51,75.56,127.65,248.72,73823.9,209.26080355943077
2.89,2.2,1.7,75.71,127.53,272.11,71187.7,226.9004105289656
2.55,1.71,1.34,76.08,127.28,255.71,66379.8,185.0143158885934
2.55,1.72,1.4,76.55,127.21,251.77,74552.8,187.19837960331836
2.64,1.85,1.26,75.44,127.6,269.24,71224.4,201.72787805523626
2.66,2.04,1.47,76.58,128.24,244.8,67177.8,190.3720008672767
2.65,1.96,1.74,75.73,127.47,254.65,66882.6,192.77504999985365
2.78,2.19,1.35,76.29,127.43,288.6,76049.1,231.68464956521677
2.85,2.09,1.68,76.11,127.63,265.31,64407.6,216.397184075327
2.63,2.14,1.24,76.12,128.47,288.02,72914.0,215.86725954836595
2.86,1.75,1.47,75.25,127.28,266.53,72840.5,217.1930826291566
2.51,1.81,1.5,75.3,127.56,284.49,75022.9,200.39672994662885
2.78,2.06,1.72,75.85,127.73,258.78,69734.8,207.93992668540045
2.76,2.13,1.59,75.33,127.84,285.94,69534.1,221.7936027349267
